notification_date;window_size;mean_age_I;mean_age_I_H;mean_age_I_H_U;mean_age_I_noH_F;mean_age_I_noH_noF;mean_age_I_H_noU_F;mean_age_I_H_noU_noF;mean_age_I_H_U_F;mean_age_I_H_U_noF;lambda_ih;lambda_if;lambda_hu;lambda_hf;lambda_uf
2020-07-05;90 days;38.54539380661602;55.67308611011586;58.35074280408543;67.59130434782608;36.53300043421624;67.3939205955335;51.13453588876364;62.07894736842105;44.42097701149425;0.06500697999069334;0.002675663099115868;0.12848962061560487;0.14423765211166786;0.6880222841225627
2020-03-11;90 days;32.51265650517148;44.061698717948715;55.06666666666667;61.0;29.080321285140556;70.33333333333333;32.110416666666666;60.714285714285715;40.2;0.056614044637996734;0.0005443658138268917;0.14423076923076922;0.057692307692307696;0.4666666666666667
2020-03-09;90 days;32.461397058823536;43.66094771241829;55.0;61.0;29.15238095238095;70.33333333333333;31.702991452991455;60.714285714285715;42.5;0.057692307692307696;0.0005656108597285068;0.1568627450980392;0.058823529411764705;0.4375
2020-07-13;90 days;38.7468552136141;55.89966367713006;58.48709813874789;68.28682170542636;36.77628965040703;67.75495594713657;51.588680487002314;62.3148854961832;46.69888888888889;0.06563333543360007;0.0027093440866990106;0.12608;0.14528;0.6649746192893401
2020-03-31;90 days;33.53570643814546;46.258515815085154;58.285714285714285;77.0;29.998805256869776;70.375;34.89583333333333;64.15384615384616;40.2;0.04491803278688525;0.0019672131147540984;0.15328467153284672;0.058394160583941604;0.6190476190476191
2020-03-08;90 days;32.45899545970489;43.90695792880258;55.8235294117647;61.0;29.07049808429118;70.33333333333333;31.702991452991455;61.75;42.5;0.058456299659477864;0.0005675368898978433;0.1650485436893204;0.05825242718446602;0.47058823529411764
2020-03-07;90 days;32.46856552538371;43.651143790849666;54.88235294117647;61.0;29.032945736434105;70.33333333333333;31.702991452991455;59.75;42.5;0.0602125147579693;0.0005903187721369539;0.16666666666666666;0.058823529411764705;0.47058823529411764
2020-03-16;90 days;32.560972505091655;44.39274691358024;54.6875;61.333333333333336;29.045100033909794;70.33333333333333;32.676587301587304;59.42857142857143;40.2;0.054989816700611;0.0015274949083503055;0.14814814814814814;0.05555555555555555;0.4375
2020-03-14;90 days;32.611903526970956;44.16277258566978;55.05882352941177;61.333333333333336;29.039215686274506;70.33333333333333;32.083333333333336;59.625;40.2;0.05549792531120332;0.0015560165975103733;0.1588785046728972;0.056074766355140186;0.47058823529411764
2020-03-12;90 days;32.54487870619946;44.22734627831715;55.06666666666667;56.5;29.04166666666666;70.33333333333333;32.110416666666666;60.714285714285715;40.2;0.055525606469002696;0.001078167115902965;0.14563106796116504;0.05825242718446602;0.4666666666666667
2020-08-21;90 days;38.9073500491642;55.86414312617702;58.608987968860575;68.58108108108108;36.972808322101905;68.2143485915493;51.69988662131519;63.20985401459854;48.710914454277294;0.07248939758641582;0.002423408819243176;0.10639259091935849;0.1283035915970183;0.5817409766454352
2020-03-20;90 days;32.43742123503466;45.275584795321635;54.6875;61.333333333333336;28.946701720841297;70.33333333333333;33.707364341085274;59.42857142857143;40.2;0.05387523629489603;0.0014177693761814746;0.14035087719298245;0.05263157894736842;0.4375
2020-03-19;90 days;32.619645732689214;45.53050595238095;54.6875;61.333333333333336;29.12348111658456;70.33333333333333;33.707364341085274;59.42857142857143;40.2;0.05410628019323672;0.0014492753623188406;0.14285714285714285;0.05357142857142857;0.4375
2020-09-14;90 days;38.6350447518726;56.03040471832419;59.03419211195929;68.70769230769231;36.82316044024622;68.47227755644091;52.19345434543454;64.63602941176471;49.73180751173709;0.07582200856676219;0.0020030199377523033;0.10648242227189596;0.10201178622231254;0.5190839694656488
2020-08-11;90 days;38.95653871903594;55.883472886762355;58.560351270553056;68.89115646258503;36.95829140250243;68.37984154929578;51.49569583931133;63.064575645756456;48.232539682539674;0.07173241852487136;0.002521440823327616;0.10664753706360593;0.1358201817312291;0.6076233183856502
2020-08-31;90 days;38.76822933122696;55.82532154918445;58.88278008298755;68.68085106382979;36.938724735816145;68.17044082125604;51.768969737427675;64.08944658944658;49.12962962962963;0.07326388888888889;0.002225378787878788;0.1038345540715209;0.11891426109435588;0.5373443983402489
2020-03-10;90 days;32.486572535991144;44.02346278317152;55.06666666666667;61.0;29.061687105165362;70.33333333333333;31.702991452991455;60.714285714285715;40.2;0.05703211517165006;0.0005537098560354374;0.14563106796116504;0.05825242718446602;0.4666666666666667
2020-03-15;90 days;32.5592374616172;44.125389408099686;54.6875;61.333333333333336;29.01060917180013;70.33333333333333;32.676587301587304;59.42857142857143;40.2;0.054759467758444216;0.0015353121801432957;0.14953271028037382;0.056074766355140186;0.4375
2020-09-09;90 days;38.68571580299876;55.88050706566915;58.918134377038484;68.81818181818181;36.901180705543545;68.06047341115433;52.066360052562416;64.45281862745098;49.18840579710145;0.07478493120904375;0.002049753097922296;0.10610465116279069;0.10672757475083057;0.5322896281800391
