pdf_key_I_H_U;pdf_freq_I_H_U
24.0;1
25.0;1
26.0;2
27.0;1
28.0;1
29.0;2
30.0;1
31.0;1
33.0;3
34.0;3
36.0;1
37.0;1
38.0;2
39.0;2
40.0;4
41.0;1
43.0;1
44.0;1
45.0;1
46.0;7
47.0;3
49.0;3
50.0;2
51.0;3
52.0;4
53.0;5
54.0;4
56.0;6
57.0;8
58.0;8
59.0;4
60.0;2
61.0;8
62.0;3
63.0;5
64.0;6
65.0;5
66.0;5
67.0;8
68.0;8
69.0;1
70.0;7
71.0;1
72.0;7
73.0;6
74.0;3
75.0;2
76.0;1
77.0;5
78.0;7
79.0;3
81.0;2
82.0;1
84.0;1
88.0;1
