notification_date;window_size;mean_age_I;mean_age_I_H;mean_age_I_H_U;mean_age_I_noH_F;mean_age_I_noH_noF;mean_age_I_H_noU_F;mean_age_I_H_noU_noF;mean_age_I_H_U_F;mean_age_I_H_U_noF;lambda_ih;lambda_if;lambda_hu;lambda_hf;lambda_uf
2020-07-05;45 days;37.39666666666667;54.48893596986817;58.345238095238095;69.0;35.26486396499239;67.16438356164383;48.33165548098434;60.924050632911396;54.122549019607845;0.06157721035261421;0.0014764634358172659;0.16784203102961917;0.10296191819464035;0.6638655462184874
2020-11-09;45 days;38.395419402915564;56.55537881465771;59.540625;66.72972972972973;36.69272956707435;68.19711538461539;53.458900999091725;65.32846715328468;52.67368421052632;0.07901124347850347;0.0010322796640906174;0.11299435028248588;0.07344632768361582;0.428125
2020-03-11;45 days;35.71320824135394;44.883720930232556;56.57142857142857;61.0;31.86315359477124;74.33333333333333;37.0;62.25;39.0;0.09492273730684327;0.002207505518763797;0.16279069767441862;0.06976744186046512;0.5714285714285714
2020-03-09;45 days;35.585388639760836;45.27906976744186;56.25;61.0;31.63860971524288;74.33333333333333;37.0;62.25;44.0;0.09641255605381166;0.002242152466367713;0.18604651162790697;0.06976744186046512;0.5
2020-07-13;45 days;38.112730969457296;55.95507473062217;58.64514348785872;67.625;35.891857209519365;67.86776859504133;50.267988252569744;61.51779935275081;52.527777777777786;0.06413254058387334;0.0016033135145968336;0.15729166666666666;0.12604166666666666;0.6821192052980133
2020-03-31;45 days;32.149787808641975;40.59126984126984;44.75;61.0;28.43668300653595;70.33333333333333;30.794642857142858;78.0;33.666666666666664;0.07291666666666667;0.0011574074074074073;0.06349206349206349;0.09523809523809523;0.25
2020-03-08;45 days;35.59202569916856;46.11904761904762;57.666666666666664;61.0;31.46471088435374;74.33333333333333;36.6875;63.6;44.0;0.09523809523809523;0.0022675736961451248;0.21428571428571427;0.07142857142857142;0.5555555555555556
2020-03-07;45 days;35.93446791862285;46.5;58.0;61.0;31.665357766143106;74.33333333333333;36.6875;63.166666666666664;44.0;0.09859154929577464;0.002347417840375587;0.23809523809523808;0.07142857142857142;0.6
2020-03-16;45 days;33.3958648512355;42.735849056603776;51.142857142857146;61.0;29.546955624355004;68.2;33.28;62.666666666666664;33.666666666666664;0.08018154311649017;0.0015128593040847202;0.1320754716981132;0.09433962264150944;0.42857142857142855
2020-03-14;45 days;35.38547854785479;44.36363636363637;56.57142857142857;61.0;31.38271604938272;67.5;35.25;62.25;39.0;0.08712871287128712;0.0019801980198019802;0.1590909090909091;0.09090909090909091;0.5714285714285714
2020-03-12;45 days;35.53644688644689;45.30952380952381;56.57142857142857;61.0;31.646035598705506;74.33333333333333;37.0;62.25;39.0;0.09230769230769231;0.002197802197802198;0.16666666666666666;0.07142857142857142;0.5714285714285714
2020-08-21;45 days;39.00926787412644;56.0057832634684;58.35274431057564;67.80392156862744;37.00959685440756;67.86020710059172;51.61158008658009;62.687134502923975;41.385185185185186;0.06659229648910787;0.0031607325462489544;0.11586784550953932;0.15728245695672405;0.6867469879518072
2020-03-20;45 days;32.8089960886571;40.49590163934426;51.142857142857146;61.0;29.043682795698924;68.2;31.233870967741936;62.666666666666664;33.666666666666664;0.07953063885267275;0.001303780964797914;0.11475409836065574;0.08196721311475409;0.42857142857142855
2020-03-19;45 days;32.935810810810814;40.529661016949156;51.142857142857146;61.0;29.2458217270195;68.2;31.175;62.666666666666664;33.666666666666664;0.07972972972972973;0.0013513513513513514;0.11864406779661017;0.0847457627118644;0.42857142857142855
2020-09-14;45 days;39.01879398105899;56.126836734693875;58.70649263721553;68.91304347826087;37.03317021219229;68.75792433537833;52.051289682539675;64.05035971223022;48.28265765765766;0.07455606908294819;0.0027973729019703233;0.10154975530179446;0.132952691680261;0.5582329317269076
2020-10-07;45 days;38.69869904645698;55.63244425627998;58.36;69.82608695652173;36.88477636748263;68.6936170212766;51.66436145689257;63.960396039603964;52.88405797101449;0.07998645445309854;0.0015577378936674569;0.09525825571549534;0.09949195596951736;0.4488888888888889
2020-08-11;45 days;39.025535650960336;55.89773319437206;58.23904538341158;67.7012987012987;37.17409694927944;67.87848383500557;51.619587109768375;62.824137931034485;43.74186991869919;0.0658417877707705;0.00263915547024952;0.11087975013014055;0.1556480999479438;0.6807511737089202
