pdf_key_I_H_U;pdf_freq_I_H_U
8.0;1
16.0;1
24.0;3
25.0;1
26.0;2
27.0;1
28.0;2
29.0;2
30.0;2
31.0;1
33.0;4
34.0;4
36.0;2
37.0;3
38.0;2
39.0;4
40.0;4
41.0;1
42.0;2
43.0;1
44.0;2
45.0;3
46.0;8
47.0;7
48.0;1
49.0;3
50.0;8
51.0;7
52.0;6
53.0;8
54.0;6
55.0;1
56.0;8
57.0;8
58.0;11
59.0;5
60.0;4
61.0;14
62.0;7
63.0;7
64.0;10
65.0;7
66.0;9
67.0;11
68.0;11
69.0;6
70.0;9
71.0;3
72.0;9
73.0;6
74.0;6
75.0;3
76.0;4
77.0;5
78.0;10
79.0;6
81.0;2
82.0;3
84.0;2
85.0;2
86.0;1
88.0;1
89.0;1
