pdf_key_I_H_U;pdf_freq_I_H_U
8.0;1
16.0;1
24.0;3
25.0;1
26.0;3
27.0;1
28.0;2
29.0;2
30.0;2
31.0;1
33.0;4
34.0;4
36.0;2
37.0;3
38.0;2
39.0;5
40.0;4
41.0;1
42.0;2
43.0;2
44.0;2
45.0;3
46.0;8
47.0;8
48.0;1
49.0;3
50.0;8
51.0;7
52.0;6
53.0;8
54.0;6
55.0;2
56.0;9
57.0;9
58.0;12
59.0;5
60.0;6
61.0;16
62.0;8
63.0;7
64.0;10
65.0;8
66.0;10
67.0;12
68.0;12
69.0;7
70.0;10
71.0;3
72.0;9
73.0;7
74.0;8
75.0;4
76.0;4
77.0;6
78.0;10
79.0;10
81.0;2
82.0;3
84.0;2
85.0;2
86.0;1
88.0;3
89.0;1
