notification_date;window_size;lambda_ih;lambda_if;lambda_hu;lambda_hf;lambda_uf
2020-03-17;60 days 00:00:00.000000000;0.07;0.012;0.11428571428571428;0.14285714285714285;0.375
2020-07-05;60 days 00:00:00.000000000;0.06408069782174358;0.028458652112470152;0.1429657794676806;0.33688212927756656;0.7021276595744681
2020-03-16;60 days 00:00:00.000000000;0.0696969696969697;0.012121212121212121;0.11594202898550725;0.14492753623188406;0.375
2020-03-18;60 days 00:00:00.000000000;0.07007007007007007;0.012012012012012012;0.11428571428571428;0.14285714285714285;0.375
2020-03-11;60 days 00:00:00.000000000;0.07180570221752904;0.013727560718057022;0.1323529411764706;0.16176470588235295;0.4444444444444444
2020-03-15;60 days 00:00:00.000000000;0.06910569105691057;0.012195121951219513;0.11764705882352941;0.14705882352941177;0.375
2020-03-09;60 days 00:00:00.000000000;0.0734341252699784;0.014038876889848811;0.14705882352941177;0.16176470588235295;0.4
2020-03-14;60 days 00:00:00.000000000;0.07135470527404343;0.01344364012409514;0.13043478260869565;0.15942028985507245;0.4444444444444444
2020-10-08;60 days 00:00:00.000000000;0.07742927739397912;0.015859008622863192;0.09117551286225985;0.16281341582546402;0.37857142857142856
2020-07-27;60 days 00:00:00.000000000;0.0653053934992261;0.02872365757828313;0.11987237921604375;0.32224247948951684;0.6844106463878327
2020-03-13;60 days 00:00:00.000000000;0.07090719499478623;0.013555787278415016;0.1323529411764706;0.16176470588235295;0.4444444444444444
2020-03-10;60 days 00:00:00.000000000;0.07211028632025451;0.013785790031813362;0.1323529411764706;0.16176470588235295;0.4444444444444444
2020-08-04;60 days 00:00:00.000000000;0.06699468085106383;0.029627659574468085;0.11909487892020643;0.31957125843588724;0.6766666666666666
2020-09-25;60 days 00:00:00.000000000;0.0794457955634166;0.02137224555973174;0.09833024118738404;0.20470006184291897;0.4559748427672956
2020-03-07;60 days 00:00:00.000000000;0.07445589919816724;0.016036655211912942;0.18461538461538463;0.18461538461538463;0.5
2020-08-21;60 days 00:00:00.000000000;0.07131622808047137;0.02821662480339914;0.10961158657011191;0.2847267939433838;0.6216216216216216
2020-03-12;60 days 00:00:00.000000000;0.07112970711297072;0.013598326359832637;0.1323529411764706;0.16176470588235295;0.4444444444444444
2020-03-19;60 days 00:00:00.000000000;0.06958250497017893;0.011928429423459244;0.11428571428571428;0.14285714285714285;0.375
2020-10-01;60 days 00:00:00.000000000;0.07903359906098695;0.018535726512446813;0.09467821782178218;0.18224009900990099;0.4084967320261438
2020-03-08;60 days 00:00:00.000000000;0.07399347116430903;0.015233949945593036;0.16176470588235295;0.17647058823529413;0.45454545454545453
2020-07-13;60 days 00:00:00.000000000;0.06329261198371146;0.02873763816172193;0.13909313725490197;0.34068627450980393;0.7004405286343612
2020-06-15;60 days 00:00:00.000000000;0.05426997245179063;0.022589531680440773;0.18781725888324874;0.3350253807106599;0.7207207207207207
2020-10-31;60 days 00:00:00.000000000;0.07350261207629692;0.011501235167861338;0.09035812672176309;0.12506887052341598;0.31097560975609756
2020-09-08;60 days 00:00:00.000000000;0.07347408277217284;0.02528217786191857;0.10241356816699282;0.253750815394651;0.5668789808917197
2020-03-31;60 days 00:00:00.000000000;0.059414225941422594;0.009205020920502092;0.11267605633802817;0.1267605633802817;0.25
2020-10-09;60 days 00:00:00.000000000;0.07763097013007043;0.01570613336075266;0.0913907284768212;0.16158940397350993;0.3695652173913043
2020-10-12;60 days 00:00:00.000000000;0.07760193133047211;0.01528969957081545;0.08987210508123056;0.15900449360525407;0.36538461538461536
2020-10-26;60 days 00:00:00.000000000;0.07418142780461622;0.01316872427983539;0.09165460684997588;0.14085865894838398;0.33157894736842103
2020-07-03;60 days 00:00:00.000000000;0.06399195469221405;0.028476155189752817;0.1447477253928867;0.34077750206782464;0.7028571428571428
2020-09-18;60 days 00:00:00.000000000;0.07691926573686426;0.02338543860083732;0.10209339774557166;0.22737520128824476;0.49842271293375395
2020-03-20;60 days 00:00:00.000000000;0.06856023506366307;0.011753183153770812;0.11428571428571428;0.14285714285714285;0.375
2020-07-24;60 days 00:00:00.000000000;0.06523128034755941;0.029261436238180425;0.12487757100881489;0.33104799216454456;0.6980392156862745
2020-08-28;60 days 00:00:00.000000000;0.07193911776271657;0.026624413036941085;0.10353697749196142;0.27009646302250806;0.5962732919254659
2020-10-28;60 days 00:00:00.000000000;0.07387197531328793;0.01230572385504083;0.09271523178807947;0.13295975547631178;0.3241758241758242
2020-08-13;60 days 00:00:00.000000000;0.06879940711462451;0.029471343873517786;0.11274685816876122;0.3059245960502693;0.6401273885350318
2020-08-29;60 days 00:00:00.000000000;0.07256776463507789;0.02661975417235712;0.10462519936204147;0.2669856459330144;0.5853658536585366
2020-07-23;60 days 00:00:00.000000000;0.06490845826151995;0.029137263828818576;0.125751503006012;0.3306613226452906;0.6972111553784861
2020-08-19;60 days 00:00:00.000000000;0.07115009746588694;0.028526601055484237;0.1112596057467424;0.28700300701637155;0.6246246246246246
2020-09-14;60 days 00:00:00.000000000;0.0756809103014163;0.024161723762256386;0.10140754958413307;0.2380038387715931;0.526813880126183
2020-10-07;60 days 00:00:00.000000000;0.07734696917043142;0.016159459861986795;0.08985879332477535;0.1659178433889602;0.3821428571428571
2020-08-11;60 days 00:00:00.000000000;0.06799809795530196;0.029381585204094403;0.1159366948840633;0.3069562016930438;0.638095238095238
2020-09-05;60 days 00:00:00.000000000;0.07313864772428308;0.025687020162158285;0.10300850228907783;0.2589928057553957;0.5650793650793651
2020-10-20;60 days 00:00:00.000000000;0.07438225709494732;0.013636219824722372;0.0918757975329647;0.14632071458953635;0.3425925925925926
