notification_date;window_size;lambda_ih;lambda_if;lambda_hu;lambda_hf;lambda_uf
2020-03-17;80 days 00:00:00.000000000;0.05527638190954774;0.009422110552763818;0.1590909090909091;0.14772727272727273;0.35714285714285715
2020-07-05;80 days 00:00:00.000000000;0.06359454903865383;0.02808330714510185;0.1289308176100629;0.3265947888589398;0.7038327526132404
2020-03-16;80 days 00:00:00.000000000;0.057049180327868855;0.009180327868852459;0.14942528735632185;0.13793103448275862;0.3076923076923077
2020-03-18;80 days 00:00:00.000000000;0.05447941888619855;0.009685230024213076;0.16666666666666666;0.15555555555555556;0.4
2020-03-11;80 days 00:00:00.000000000;0.06109090909090909;0.010181818181818183;0.15476190476190477;0.14285714285714285;0.38461538461538464
2020-03-15;80 days 00:00:00.000000000;0.05722070844686648;0.008855585831062671;0.14285714285714285;0.13095238095238096;0.3333333333333333
2020-03-09;80 days 00:00:00.000000000;0.06587301587301587;0.011111111111111112;0.1686746987951807;0.14457831325301204;0.35714285714285715
2020-03-14;80 days 00:00:00.000000000;0.058905058905058906;0.009702009702009701;0.15294117647058825;0.1411764705882353;0.38461538461538464
2020-10-08;80 days 00:00:00.000000000;0.0774447273552323;0.0158570096049613;0.09114583333333333;0.16276041666666666;0.37857142857142856
2020-07-27;80 days 00:00:00.000000000;0.06953463203463203;0.0287004662004662;0.118228075426519;0.3011074528584256;0.6329113924050633
2020-03-13;80 days 00:00:00.000000000;0.059280169371912494;0.009880028228652082;0.15476190476190477;0.14285714285714285;0.38461538461538464
2020-03-10;80 days 00:00:00.000000000;0.06521739130434782;0.010869565217391304;0.15476190476190477;0.14285714285714285;0.38461538461538464
2020-08-04;80 days 00:00:00.000000000;0.07094719260424556;0.027889452115985938;0.11196277032575964;0.28798248015329864;0.6161369193154034
2020-09-25;80 days 00:00:00.000000000;0.07648925633199248;0.01863718137898971;0.09725158562367865;0.1863107822410148;0.41847826086956524
2020-03-07;80 days 00:00:00.000000000;0.06644238856181665;0.012615643397813289;0.16455696202531644;0.16455696202531644;0.46153846153846156
2020-08-21;80 days 00:00:00.000000000;0.0725361659455143;0.026592880090623782;0.10599078341013825;0.26753712237583205;0.5990338164251208
2020-03-12;80 days 00:00:00.000000000;0.05966930265995687;0.010064701653486701;0.1566265060240964;0.14457831325301204;0.38461538461538464
2020-03-19;80 days 00:00:00.000000000;0.054282267792521106;0.009650180940892641;0.16666666666666666;0.15555555555555556;0.4
2020-10-01;80 days 00:00:00.000000000;0.07665939545029604;0.017161554556381606;0.09494773519163763;0.17392566782810684;0.3944954128440367
2020-03-08;80 days 00:00:00.000000000;0.06682769726247988;0.012077294685990338;0.18072289156626506;0.1566265060240964;0.4
2020-07-13;80 days 00:00:00.000000000;0.06505846153846154;0.028726153846153846;0.1282633371169126;0.3246311010215664;0.696165191740413
2020-06-15;80 days 00:00:00.000000000;0.061875794443435626;0.027601234792082804;0.14600146735143066;0.33822450476889215;0.7185929648241206
2020-09-08;80 days 00:00:00.000000000;0.07490950589326154;0.021968224532372817;0.09807188764579862;0.21851940014282314;0.49514563106796117
2020-03-31;80 days 00:00:00.000000000;0.050340849501835344;0.01101206082852648;0.13541666666666666;0.16666666666666666;0.38461538461538464
2020-10-09;80 days 00:00:00.000000000;0.077648691718501;0.01570451858325194;0.0913604766633565;0.16153591525984773;0.3695652173913043
2020-10-12;80 days 00:00:00.000000000;0.07761626347690823;0.015287239178243844;0.08984105044920525;0.15894955079474776;0.36538461538461536
2020-07-03;80 days 00:00:00.000000000;0.06356719189982625;0.02815888802348571;0.13147973609802074;0.3289349670122526;0.7025089605734767
2020-09-18;80 days 00:00:00.000000000;0.07513105319109938;0.01942886469445361;0.09758477677482313;0.1949255916077092;0.4375
2020-03-20;80 days 00:00:00.000000000;0.054534676941315946;0.01007705986959099;0.16304347826086957;0.16304347826086957;0.4
2020-07-24;80 days 00:00:00.000000000;0.06799203911218794;0.029009648249902653;0.12026726057906459;0.30989500477251036;0.6507936507936508
2020-08-28;80 days 00:00:00.000000000;0.0729027901969014;0.024617237540831036;0.10387984981226533;0.2498122653316646;0.5566265060240964
2020-08-13;80 days 00:00:00.000000000;0.07230997038499506;0.02762168729592224;0.10685219217642426;0.27881333683381465;0.5995085995085995
2020-08-29;80 days 00:00:00.000000000;0.07350022758306782;0.024487938097405553;0.10354223433242507;0.24572702501857815;0.5550239234449761
2020-07-23;80 days 00:00:00.000000000;0.06695212999560826;0.028700043917435223;0.12167923909478517;0.30960970810101673;0.6522911051212938
2020-08-19;80 days 00:00:00.000000000;0.07221521803619105;0.0267724710768318;0.10706033376123235;0.27060333761232347;0.5995203836930456
2020-09-14;80 days 00:00:00.000000000;0.07475863039234652;0.02013611663120131;0.0971536109150788;0.2023053399200188;0.4600484261501211
2020-10-07;80 days 00:00:00.000000000;0.07726913189638125;0.016091556258651375;0.09085092770313499;0.1653870761356366;0.3767605633802817
