notification_date;window_size;lambda_ih;lambda_if;lambda_hu;lambda_hf;lambda_uf
2020-03-17;55 days 00:00:00.000000000;0.07097457627118645;0.012711864406779662;0.11940298507462686;0.14925373134328357;0.375
2020-07-05;55 days 00:00:00.000000000;0.06381453154875717;0.028322179732313577;0.150749063670412;0.34269662921348315;0.6894409937888198
2020-03-16;55 days 00:00:00.000000000;0.0707395498392283;0.012861736334405145;0.12121212121212122;0.15151515151515152;0.375
2020-03-18;55 days 00:00:00.000000000;0.07089947089947089;0.012698412698412698;0.11940298507462686;0.14925373134328357;0.375
2020-03-11;55 days 00:00:00.000000000;0.0711743772241993;0.013048635824436536;0.15;0.15;0.4444444444444444
2020-03-15;55 days 00:00:00.000000000;0.07096774193548387;0.012903225806451613;0.12121212121212122;0.15151515151515152;0.375
2020-03-09;55 days 00:00:00.000000000;0.0778688524590164;0.015027322404371584;0.17543859649122806;0.15789473684210525;0.4
2020-03-14;55 days 00:00:00.000000000;0.07213114754098361;0.014207650273224045;0.13636363636363635;0.16666666666666666;0.4444444444444444
2020-10-08;55 days 00:00:00.000000000;0.07847146612847546;0.01662373529489869;0.09137055837563451;0.1681895093062606;0.3888888888888889
2020-07-27;55 days 00:00:00.000000000;0.06560690671143239;0.029497413409160986;0.12532637075718014;0.33211488250652743;0.7
2020-03-13;55 days 00:00:00.000000000;0.07150715071507151;0.014301430143014302;0.13846153846153847;0.16923076923076924;0.4444444444444444
2020-03-10;55 days 00:00:00.000000000;0.07591623036649214;0.014397905759162303;0.15517241379310345;0.15517241379310345;0.4444444444444444
2020-08-04;55 days 00:00:00.000000000;0.06562731997030438;0.02919079435783222;0.1158371040723982;0.3221719457013575;0.68359375
2020-09-25;55 days 00:00:00.000000000;0.07907153316340365;0.022289712023428603;0.10150891632373114;0.2143347050754458;0.47297297297297297
2020-03-07;55 days 00:00:00.000000000;0.08285714285714285;0.018571428571428572;0.20689655172413793;0.1896551724137931;0.5
2020-08-21;55 days 00:00:00.000000000;0.07032402461976703;0.028918052800244162;0.11211573236889692;0.29294755877034356;0.6290322580645161
2020-03-12;55 days 00:00:00.000000000;0.07068366164542295;0.013904982618771726;0.14754098360655737;0.16393442622950818;0.4444444444444444
2020-03-19;55 days 00:00:00.000000000;0.07135362014690451;0.012591815320041973;0.11764705882352941;0.14705882352941177;0.375
2020-10-01;55 days 00:00:00.000000000;0.07982387422674843;0.019557524514438533;0.09576988155668359;0.18984771573604062;0.42402826855123676
2020-03-08;55 days 00:00:00.000000000;0.08044382801664356;0.016643550624133148;0.1896551724137931;0.1724137931034483;0.45454545454545453
2020-07-13;55 days 00:00:00.000000000;0.06473110261906981;0.02940628203933265;0.14254859611231102;0.3441324694024478;0.702020202020202
2020-06-15;55 days 00:00:00.000000000;0.051060932713037556;0.020197435606490413;0.19555555555555557;0.33555555555555555;0.7727272727272727
2020-10-31;55 days 00:00:00.000000000;0.07351154313487242;0.011502632644795464;0.09035812672176309;0.12506887052341598;0.31097560975609756
