fecha,peor,mejor,proy,eq,X2w,X4w,q25,q75,X10p,X20p,U,UTI,CapacidadMax,FechaCapacidadMax
2020-09-01,,,,,,,,,,,,,461,2020-12-31
2020-09-02,,,,,,,,,,,,,461,2020-12-31
2020-09-03,,,,,,,,,,,,0.0,461,2020-12-31
2020-09-04,,,,,,,,,,,,1.0,461,2020-12-31
2020-09-05,,,,,,,,,,,,0.0,461,2020-12-31
2020-09-06,,,,,,,,,,,,2.0,461,2020-12-31
2020-09-07,,,,,,,,,,,,10.0,461,2020-12-31
2020-09-08,,,,,,,,,,,,32.0,461,2020-12-31
2020-09-09,,,,,,,,,,,,113.0,461,2020-12-31
2020-09-10,,,,,,,,,,,,144.0,461,2020-12-31
2020-09-11,,,,,,,,,,,,115.0,461,2020-12-31
2020-09-12,,,,,,,,,,,,149.0,461,2020-12-31
2020-09-13,,,,,,,,,,,,136.0,461,2020-12-31
2020-09-14,,,,,,,,,,,,144.0,461,2020-12-31
2020-09-15,,,,,,,,,,,,148.0,461,2020-12-31
2020-09-16,,,,,,,,,,,,145.0,461,2020-12-31
2020-09-17,,,,,,,,,,,,137.0,461,2020-12-31
2020-09-18,,,,,,,,,,,,143.0,461,2020-12-31
2020-09-19,,,,,,,,,,,,144.0,461,2020-12-31
2020-09-20,,,,,,,,,,,,147.0,461,2020-12-31
2020-09-21,,,,,,,,,,,,149.0,461,2020-12-31
2020-09-22,,,,,,,,,,,,157.0,461,2020-12-31
2020-09-23,,,,,,,,,,,,157.0,461,2020-12-31
2020-09-24,,,,,,,,,,,,157.0,461,2020-12-31
2020-09-25,,,,,,,,,,,,165.0,461,2020-12-31
2020-09-26,,,,,,,,,,,,155.0,461,2020-12-31
2020-09-27,,,,,,,,,,,,154.0,461,2020-12-31
2020-09-28,,,,,,,,,,,,161.0,461,2020-12-31
2020-09-29,,,,,,,,,,,,160.0,461,2020-12-31
2020-09-30,,,,,,,,,,,,152.0,461,2020-12-31
2020-10-01,,,,,,,,,,,,,461,2020-12-31
2020-10-02,,,,,,,,,,,,,461,2020-12-31
2020-10-03,,,,,,,,,,,,2.0,461,2020-12-31
2020-10-04,,,,,,,,,,,,1.0,461,2020-12-31
2020-10-05,,,,,,,,,,,146.571428571429,0.0,461,2020-12-31
2020-10-06,,,,,,,,,,,145.894913776085,2.0,461,2020-12-31
2020-10-07,,,,,,,,,,,145.151064991001,9.0,461,2020-12-31
2020-10-08,,,,,,,,,,,144.65494919496402,34.0,461,2020-12-31
2020-10-09,,,,,,,,,,,144.241201463139,129.0,461,2020-12-31
2020-10-10,,,,,,,,,,,143.963574833179,145.0,461,2020-12-31
2020-10-11,,,,,,,,,,,143.69861598140199,116.0,461,2020-12-31
2020-10-12,,,,,,,,,,,143.41430035485902,151.0,461,2020-12-31
2020-10-13,,,,,,,,,,,142.845061614135,156.0,461,2020-12-31
2020-10-14,,,,,,,,,,,142.021541541162,155.0,461,2020-12-31
2020-10-15,,,,,,,,,,,141.071193232903,149.0,461,2020-12-31
2020-10-16,,,,,,,,,,,139.814318052125,145.0,461,2020-12-31
2020-10-17,,,,,,,,,,,138.465280327178,142.0,461,2020-12-31
2020-10-18,,,,,,,,,,,137.344713015327,146.0,461,2020-12-31
2020-10-19,,,,,,,,,,,136.072578719731,143.0,461,2020-12-31
2020-10-20,,,,,,,,,,,134.75693523082398,135.0,461,2020-12-31
2020-10-21,,,,,,,,,,,133.67618429100798,142.0,461,2020-12-31
2020-10-22,,,,,,,,,,,132.65314120236,140.0,461,2020-12-31
2020-10-23,,,,,,,,,,,131.686368169691,135.0,461,2020-12-31
2020-10-24,,,,,,,,,,,130.525361756649,136.0,461,2020-12-31
2020-10-25,,,,,,,,,,,129.21181208576098,134.0,461,2020-12-31
2020-10-26,,,,,,,,,,,127.853723309246,121.0,461,2020-12-31
2020-10-27,,,,,,,,,,,126.567110123836,120.0,461,2020-12-31
2020-10-28,,,,,,,,,,,125.381232938202,121.0,461,2020-12-31
2020-10-29,,,,,,,,,,,124.252111497207,119.0,461,2020-12-31
2020-10-30,,,,,,,,,,,122.927071844032,122.0,461,2020-12-31
2020-10-31,,,,,,,,,,,121.741235557729,123.0,461,2020-12-31
2020-11-01,,,,,,,,,,,120.620775599933,,461,2020-12-31
2020-11-02,,,,,,,,,,,119.517948908579,,461,2020-12-31
2020-11-03,,,,,,,,,,,118.344590195109,0.0,461,2020-12-31
2020-11-04,,,,,,,,,,,117.38470464664199,1.0,461,2020-12-31
2020-11-05,,,,,,,,,,,116.678390766269,0.0,461,2020-12-31
2020-11-06,,,,,,,,,,,116.244710227486,2.0,461,2020-12-31
2020-11-07,,,,,,,,,,,116.21872232837299,10.0,461,2020-12-31
2020-11-08,,,,,,,,,,,116.15919653048799,33.0,461,2020-12-31
2020-11-09,,,,,,,,,,,116.445339847305,134.0,461,2020-12-31
2020-11-10,,,,,,,,,,,116.669405511631,144.0,461,2020-12-31
2020-11-11,,,,,,,,,,,116.79859813330098,112.0,461,2020-12-31
2020-11-12,,,,,,,,,,,117.124229472128,150.0,461,2020-12-31
2020-11-13,,,,,,,,,,,117.54575499330099,109.0,461,2020-12-31
2020-11-14,,,,,,,,,,,117.983603410504,112.0,461,2020-12-31
2020-11-15,,,,,,,,,,,118.411844702105,107.0,461,2020-12-31
2020-11-16,,,,,,,,,,,118.895718439112,112.0,461,2020-12-31
2020-11-17,,,,,,,,,,,119.41820229870501,116.0,461,2020-12-31
2020-11-18,,,,,,,,,,,120.118903410952,121.0,461,2020-12-31
2020-11-19,,,,,,,,,,,120.953534342688,131.0,461,2020-12-31
2020-11-20,,,,,,,,,,,122.01003193665701,127.0,461,2020-12-31
2020-11-21,,,,,,,,,,,123.181706082621,126.0,461,2020-12-31
2020-11-22,,,,,,,,,,,124.516321272709,127.0,461,2020-12-31
2020-11-23,,,,,,,,,,,125.846521730827,124.0,461,2020-12-31
2020-11-24,,,,,,,,,,,127.470916723878,119.0,461,2020-12-31
2020-11-25,,,,,,,,,,,129.17728634191099,125.0,461,2020-12-31
2020-11-26,,,,,,,,,,,130.893955712956,125.0,461,2020-12-31
