"date","time","m2w","m4w","q25","q75","X10p_h","X20p_l","eq","unc_l","proj","unc_h"
2022-11-05,0,8.80274303234748,8.80274303234748,8.80274303234748,8.80274303234748,8.80274303234748,8.80274303234748,8.80274303234748,8.80274303234748,8.80274303234748,8.80274303234748
2022-11-06,1,8.9710957689443,8.97109576920102,8.97109576952183,8.97109579997966,8.97109576902301,8.97109576878687,8.97109577005989,8.97026323454385,8.97109576837285,8.97305097207375
2022-11-07,2,9.02796238506623,9.02796238734965,9.02796239020297,9.02796249099704,9.02796238576636,9.02796238366596,9.02796239498874,9.02231800073218,9.02796237998357,9.04125680522123
2022-11-08,3,8.98895742696613,8.98895745172484,8.98895748058676,8.98895780268158,8.98895743473018,8.98895741094022,8.98895752476628,8.97279786080291,8.98895736515169,9.02717280075029
2022-11-09,4,8.86940837659166,8.86940839100905,8.86940841116822,8.86940898257606,8.86940838082585,8.86940836868335,8.86940844892894,8.83687522798967,8.86940835229725,8.94675195963038
2022-11-10,5,8.68371307163297,8.68371312130254,8.68371318590267,8.68371449222228,8.68371308664566,8.68371304224899,8.68371329913008,8.62968652906208,8.68371296986042,8.81301323342665
2022-11-11,6,8.44499853695969,8.44499867491409,8.44499884919499,8.44500173213449,8.44499857910405,8.44499845308053,8.4449991446816,8.36553313789652,8.44499823548129,8.63668048819094
2022-11-12,7,8.16496939077754,8.16496971854257,8.1649701427152,8.16497624979671,8.16496949068594,8.16496919235011,8.16497078397245,8.05744371184001,8.16496867618819,8.42667064243335
2022-11-13,8,7.8538811472631,7.85388185241742,7.8538827479658,7.85389568878172,7.85388136284576,7.85388071841106,7.85388419305298,7.71697015868134,7.85387959257127,8.19044230360337
2022-11-14,9,7.52058958943883,7.52059109812023,7.52059293752633,7.52061978778637,7.52059005213183,7.52058866721738,7.52059613610711,7.35413632296111,7.52058624520241,7.93426140079234
2022-11-15,10,7.17264340155436,7.17264658352803,7.172650558836,7.1727066932735,7.17264437672728,7.17264144998268,7.17265729220369,6.97748054028792,7.17263629290906,7.66340479873242
2022-11-16,11,6.81639998851546,6.81640634735489,6.81641512620562,6.81653216360004,6.81640204530141,6.81639585546435,6.81642931426285,6.59415348190641,6.81638494391016,7.38232053632626
2022-11-17,12,6.45715048151056,6.4571642946415,6.45718208059679,6.45742548394448,6.45715482383327,6.45714183970228,6.45721215135192,6.21004527138641,6.45711893794474,7.09475543824583
2022-11-18,13,6.09924628194557,6.09927605034535,6.09931294398597,6.09981634068068,6.09925563587667,6.09922833716937,6.09937600429824,5.82992448632161,6.09918031447575,6.80385929032503
2022-11-19,14,5.74622369297625,5.74628634794156,5.74636378049025,5.74739902070833,5.74624336795021,5.7461861038794,5.7464951243511,5.45757811108942,5.74608548969985,6.5122702212849
2022-11-20,15,5.40092439214999,5.4010547402974,5.40121694781014,5.40332609361512,5.40096496080164,5.40084605652401,5.40149053814444,5.0959457165139,5.40063571142044,6.22218709791345
2022-11-21,16,5.06561680397691,5.06588497752231,5.0662203573674,5.07043949573766,5.06569851878151,5.06545234071048,5.06678531843313,4.74724397567733,5.06501800330017,5.93543014063047
2022-11-22,17,4.74211157504855,4.74265743548633,4.74333974744152,4.75149456149675,4.74227818557045,4.74177711923072,4.74448815330818,4.41307959765645,4.74089585898438,5.65349313704003
2022-11-23,18,4.4318801572942,4.4329555691615,4.4343013838558,4.4492315513442,4.43220896886627,4.43122169480513,4.43656699119461,4.09454999542337,4.42948983989367,5.37758820864447
2022-11-24,19,4.13611623208968,4.13813168069788,4.14065842389972,4.16619342119937,4.13673281398907,4.13488351295398,4.14491987020185,3.79233180366076,4.13164858319913,5.10868462862257
2022-11-25,20,3.8557222892568,3.8592602169626,3.86370752193025,3.90446934706177,3.85680436278783,3.85356224809192,3.87123451693518,3.50675786360114,3.84791073272346,4.84754276631669
2022-11-26,21,3.59124430413149,3.59702022963706,3.60430866751463,3.665546093302,3.59300908240453,3.58772643351739,3.61670782427293,3.23788353573529,3.57855876296378,4.59474243940749
2022-11-27,22,3.34283411837928,3.35162241223216,3.36276380125818,3.45022569909616,3.34551595154739,3.33749996863808,3.38185110986714,2.98554335078272,3.32366561444964,4.35070941897478
2022-11-28,23,3.11028865412509,3.12284210024809,3.13884751709061,3.25860433266131,3.11411309470232,3.10270073300545,3.16650110072085,2.74939903336743,3.08313441151371,4.11573795942569
2022-11-29,24,2.89313178935167,2.91012141000499,2.93192629606809,3.09017075477915,2.89829746167781,2.88291156342759,2.96997023010862,2.52897992741314,2.85673262772462,3.89001005021481
2022-11-30,25,2.69070565035395,2.71268455097439,2.74110274329992,2.94398281956637,2.6973731977758,2.6775550505791,2.79123094757686,2.32371676968388,2.64412107405997,3.67361258409619
2022-12-01,26,2.50224639264317,2.52963445809337,2.56533609838088,2.81884884492884,2.51053402134717,2.48595596886034,2.62907110415906,2.13296971197719,2.44487844547572,3.46655233599919
2022-12-02,27,2.32694020724818,2.36002320935931,2.40352955119959,2.71346934856872,2.33692381092382,2.30738792770308,2.48220656724609,1.9560513840162,2.2585219480552,3.26876900726454
2022-12-03,28,2.16396166478601,2.20289936058947,2.25458802261312,2.62653443443632,2.17567765645706,2.14110601386003,2.34935486214928,1.79224571712563,2.08452466640156,3.08014661785511
2022-12-04,29,2.01249855797878,2.057337595645,2.11745368274712,2.55678415425776,2.02594817698492,1.98636876033475,2.22927957106922,1.64082316362119,1.92232984267435,2.90052324403909
