"date","time","m2w","m4w","q25","q75","X10p_h","X20p_l","eq","unc_l","proj","unc_h"
2022-11-05,0,1.99610896130739,1.99610896130739,1.99610896130739,1.99610896130739,1.99610896130739,1.99610896130739,1.99610896130739,1.99610896130739,1.99610896130739,1.99610896130739
2022-11-06,1,2.0566486228836,2.0566486228852,2.05664862288719,2.05664863013373,2.05664862288409,2.05664862288262,2.05664862289054,2.05664297270549,2.05664862288005,2.05666189116902
2022-11-07,2,2.11497396584974,2.11497396587774,2.11497396591273,2.11497399056588,2.11497396585833,2.11497396583257,2.11497396597142,2.11489664801356,2.11497396578741,2.1151558367415
2022-11-08,3,2.16863617469459,2.16863617717178,2.16863617996662,2.16863625477257,2.16863617547925,2.16863617305248,2.16863618404783,2.16829892866812,2.16863616819659,2.16943157763813
2022-11-09,4,2.21578449193862,2.21578449390895,2.21578449616481,2.21578466287297,2.21578449256006,2.2157844906454,2.21578449954035,2.21486524903812,2.21578448686804,2.21796072562305
2022-11-10,5,2.25510014683366,2.25510014932988,2.2551001523106,2.25510053759503,2.25510014761068,2.25510014524576,2.25510015703743,2.25316287934654,2.25510014081627,2.25970659270744
2022-11-11,6,2.28572395818943,2.28572396264163,2.28572396817702,2.28572484988476,2.28572395955736,2.28572395544134,2.28572397735978,2.28225324189911,2.28572394810734,2.29401968030386
2022-11-12,7,2.30718350107679,2.30718351271578,2.30718353032056,2.30718552959827,2.30718350453056,2.30718349433198,2.30718354466384,2.30162335451233,2.30718347762604,2.32055244347193
2022-11-13,8,2.31932431276776,2.31932433838397,2.31932438013967,2.31932889261364,2.31932432033032,2.31932429804425,2.31932440829486,2.31111517101184,2.31932426158659,2.33919340413678
2022-11-14,9,2.32224721147166,2.32224726463949,2.32224734539428,2.32225757868787,2.32224722728709,2.32224718058748,2.32224741661601,2.31085766071767,2.32224710287469,2.35001401916451
2022-11-15,10,2.31625265755986,2.31625275972877,2.3162529084755,2.31627583873524,2.31625269023214,2.31625259772512,2.31625309152428,2.30120455552455,2.31625243400702,2.35322598419433
2022-11-16,11,2.3017924352305,2.30179267723553,2.30179293824057,2.30184412096274,2.30179250136542,2.30179230667262,2.30179336131109,2.28267912441995,2.30179195294029,2.34914655605346
2022-11-17,12,2.27942842104413,2.27942888800148,2.27942947121951,2.27954318359136,2.2794285594579,2.27942814382444,2.27943038157048,2.25592642855286,2.2794274044977,2.33817045530882
2022-11-18,13,2.24979797530365,2.24979891662972,2.24980014392035,2.25005143900581,2.24979825787218,2.24979738393827,2.24980210674982,2.22167295942023,2.24979583944047,2.32074693733356
2022-11-19,14,2.21358538733692,2.21358737773881,2.21358987426858,2.21414074888266,2.21358600733703,2.21358415655138,2.21359405857282,2.18069318541156,2.21358092376193,2.29736132494701
2022-11-20,15,2.17149882526302,2.17150302825121,2.17150825888807,2.17269795091113,2.17150015975854,2.17149602829877,2.17151683333921,2.13378236909952,2.17148953291317,2.2685199050632
2022-11-21,16,2.12425186354323,2.12426096080752,2.1242719846602,2.1267684681631,2.12425506839025,2.12424682827953,2.12429013273652,2.08173493189812,2.12423296908828,2.23473785807894
2022-11-22,17,2.07255179930781,2.07257005283064,2.07259275349659,2.07755851627632,2.07255777574279,2.07254103875086,2.07263043862635,2.0253276300368,2.0725121742217,2.19652956563232
2022-11-23,18,2.01708719556238,2.01712395041629,2.01716979953006,2.0262383675238,2.01709879356766,2.01706507194113,2.01724648867585,1.96530684314057,2.01700634478673,2.15440097633772
2022-11-24,19,1.95852375364832,1.95859585121365,1.95868599729334,1.97353904931689,1.95854613412108,1.95847996817995,1.95883736582923,1.90237931350669,1.95836439475294,2.10884366250749
2022-11-25,20,1.89749861738,1.89763417134575,1.89780404283783,1.9196074783122,1.89754036218548,1.89741598504892,1.89809019898799,1.83720575817695,1.89719885987721,2.06033023200313
2022-11-26,21,1.83461456332078,1.83485602637821,1.8351593525819,1.86438655976725,1.83468864162733,1.83446731460047,1.83567227391283,1.77039682426595,1.83408174159454,2.00931112662136
2022-11-27,22,1.77043317422414,1.77083858291313,1.77134948989896,1.8080276744097,1.77055729052419,1.77018628024359,1.77221728906482,1.70251094137653,1.76954194062833,1.95621208677689
2022-11-28,23,1.7054685492176,1.70611070687475,1.70692302890591,1.75095023302442,1.70566479617237,1.70507838015509,1.70831044714279,1.63405367813272,1.70406407754488,1.90143256516646
2022-11-29,24,1.64018323753556,1.64114707306478,1.64237170901445,1.69371325965082,1.64047730089897,1.63959936703457,1.64447706786442,1.56547827077104,1.63808828491554,1.84534487813868
2022-11-30,25,1.57498680029953,1.57636577865163,1.57812670254794,1.6368985746358,1.57540680598236,1.57415436645612,1.5811766921608,1.49718705055673,1.5720108325698,1.78829381721775
2022-12-01,26,1.5102365845215,1.51212877913094,1.51455853851466,1.58104886607702,1.51081185701948,1.50909884015688,1.51880195024337,1.42953353276159,1.50618538416406,1.73059671016127
2022-12-02,27,1.44624009104745,1.44874440391357,1.45197966250846,1.52664281848304,1.44699998734042,1.4447408528688,1.45768096642709,1.36282498046428,1.44092471860043,1.67254383761128
2022-12-03,28,1.38325847781097,1.38647119196114,1.39064865205011,1.47408917567229,1.38423137337458,1.38134414585303,1.39808184039576,1.29732528550896,1.37650278268047,1.61439912197661
2022-12-04,29,1.3215103482438,1.3255223343676,1.33077523506508,1.42372938440056,1.32272276155539,1.3191316547135,1.34021840397561,1.23325804052314,1.31315699464398,1.55640100855093
