"date","time","m2w","m4w","q25","q75","X10p_h","X20p_l","eq","unc_l","proj","unc_h"
2022-11-05,0,4.97641215184181,4.97641215184181,4.97641215184181,4.97641215184181,4.97641215184181,4.97641215184181,4.97641215184181,4.97641215184181,4.97641215184181,4.97641215184181
2022-11-06,1,3.00907407572233,3.00907407643948,3.00907407735311,3.00907408171497,3.00907407593845,3.00907407525077,3.00907407889548,3.00670263832627,3.00907407409154,3.01464346227108
2022-11-07,2,3.2731942166825,3.27319422375737,3.27319423262157,3.27319427498844,3.27319421884852,3.27319421233869,3.27319424750118,3.25623832986215,3.27319420089645,3.31314714360276
2022-11-08,3,4.14643465366479,4.14643477510253,4.14643491532458,4.14643546214932,4.14643469182763,4.14643457448348,4.146435127168,4.09242579670144,4.14643434603461,4.27438564955833
2022-11-09,4,4.1053866025025,4.105386564792,4.10538653782998,4.10538661025522,4.10538658924845,4.10538663403989,4.10538653165686,4.00882654129546,4.10538675516015,4.33591197943887
2022-11-10,5,1.69093076072697,1.69093085241218,1.69093096810799,1.69093153552319,1.6909307887449,1.69093070494104,1.69093116477505,1.62996936329064,1.69093055984431,1.8379658500361
2022-11-11,6,3.25079616775565,3.2507966586598,3.25079727030504,3.25080016299507,3.25079631848533,3.25079586554525,3.25079829023833,3.08776361596534,3.25079506384721,3.64888942514082
2022-11-12,7,2.45774660338576,2.45774751863189,2.4577487307853,2.45775361780318,2.45774688157474,2.45774605210317,2.457750383741,2.29689488587815,2.45774461980565,2.85616731035933
2022-11-13,8,1.61201076092108,1.61201211838843,1.61201385575565,1.61202187259761,1.61201117580148,1.61200993590208,1.61201663734218,1.48040545864243,1.61200776362116,1.94328579331883
2022-11-14,9,1.5285688465941,1.52857190410513,1.52857556306413,1.52859329844349,1.52856978510317,1.52856697519442,1.52858209262555,1.37801569846549,1.5285620667392,1.91434070115257
2022-11-15,10,2.00445696797239,2.00446627250615,2.00447819345547,2.00453395552674,2.00445983492889,2.00445126364715,2.00449787603421,1.77232045425895,2.00443602808758,2.61087257343843
2022-11-16,11,1.83591522953418,1.83593459758521,1.8359610021048,1.83608209036334,1.83592141945214,1.83590273332231,1.83600376960921,1.59093601955466,1.83586968364581,2.48924438542731
2022-11-17,12,1.67939541732554,1.67943915125128,1.67949335452054,1.67975610583112,1.67940884233043,1.67936865231549,1.67958612941732,1.42538270585174,1.67929791620572,2.3717690594006
2022-11-18,13,1.3280521320538,1.3281345994656,1.32823587399775,1.32872445400726,1.32807772275827,1.32800273283268,1.3284080054265,1.10338472938046,1.32787098162475,1.95451791900012
2022-11-19,14,1.18195912793112,1.18213073296656,1.18234327449468,1.18336428835043,1.18201259926746,1.18185550055395,1.18270142604864,0.960752037478016,1.18157977477081,1.81323800221814
2022-11-20,15,1.05195007712045,1.05230536685165,1.05274959654224,1.05487153335264,1.05205989463278,1.05172791015879,1.05348912973859,0.836054094608233,1.05116084528226,1.68228275858376
2022-11-21,16,0.936577452841097,0.937314559848286,0.938229203839037,0.942594989245919,0.93681190085809,0.936143392783945,0.939760201846052,0.727182030019962,0.934966400187291,1.56086030731652
2022-11-22,17,0.834748567389211,0.836208151380611,0.838039500264195,0.846819490367854,0.83519560183358,0.833852730795769,0.841114071459543,0.632231229436367,0.831496773944988,1.44825200921107
2022-11-23,18,0.745624331247545,0.74843183640081,0.751948681399398,0.768897307210985,0.746483935034502,0.74390623530501,0.757870052664452,0.549495552222528,0.739394530904768,1.34380143117795
2022-11-24,19,0.668574457048497,0.673611800974797,0.679937289166483,0.710648778777202,0.670116338694694,0.665496488513852,0.690623261719954,0.47745619447924,0.657436014910565,1.24690652341098
2022-11-25,20,0.602758254915975,0.611051844302236,0.621505921579929,0.672878892260172,0.605293883631914,0.597703522529528,0.639265304970909,0.414767848911408,0.584521620449102,1.15701374563229
2022-11-26,21,0.546878843964143,0.559353179687417,0.575160384014957,0.654200304361589,0.550686704670667,0.53930638095131,0.602232617100522,0.360243484435187,0.519665504707888,1.07361113435986
2022-11-27,22,0.499294769380541,0.516572895495651,0.538624350754822,0.651374361350169,0.504558022204736,0.488859775379715,0.576779615111261,0.312839012526919,0.461985796962571,0.99622690791883
2022-11-28,23,0.458352232542685,0.480701749288637,0.50947160192467,0.66061010559182,0.465141760300869,0.444938529709524,0.559881038028665,0.271638350904438,0.410694353302264,0.924424936194161
2022-11-29,24,0.422632356861359,0.450016060623658,0.485619885224479,0.678597319507099,0.430925422086234,0.406316764717408,0.548915934076695,0.235839359860362,0.365087824299809,0.857800946529171
2022-11-30,25,0.391027029032664,0.423193394989769,0.465487424500771,0.702862926200671,0.400734264162936,0.372018851276411,0.541907093783287,0.204740814715838,0.324539000777228,0.795980526001719
2022-12-01,26,0.362709268002964,0.399276250065352,0.447951490502488,0.731724872512913,0.373701502853887,0.341295874460557,0.537469439568434,0.177730524313244,0.288489048677533,0.738616709783313
2022-12-02,27,0.337073258505001,0.377591174051724,0.432244867277457,0.764110423052126,0.349201815890415,0.313578846202933,0.534676860144411,0.15427460483395,0.256440196757614,0.6853877688568
2022-12-03,28,0.31367658729694,0.357670577180333,0.417854523389686,0.799369397846764,0.326786716689,0.288432930093226,0.532926053234015,0.133907871747755,0.227949466282823,0.635995359502169
2022-12-04,29,0.29219103864047,0.339189130037988,0.404440816125248,0.837132133016297,0.306130085586671,0.265521149107406,0.531831339736187,0.116225294177204,0.202622455444555,0.59016236177843
